Date,Close,High,Low,Open,Volume
2025-11-24,1365.9752197265625,1395.7783154296874,1365.9752197265625,1390.8111328125,79134658
2025-11-25,1405.7127685546875,1415.6471344101976,1395.7784026991774,1415.6471344101976,27427405
2025-11-26,1430.548583984375,1430.548583984375,1415.6470362345378,1420.614218817817,29213211
2025-11-27,1425.5814208984375,1445.450151503294,1420.6142382472235,1440.4829688520797,22039774
2025-11-28,1430.548583984375,1445.4501317342124,1425.581401401096,1430.548583984375,23152513
2025-12-01,1400.74560546875,1435.5158864555628,1400.74560546875,1435.5158864555628,30559208
2025-12-02,1420.6141357421875,1430.5485003277972,1410.6797711565778,1420.6141357421875,23544477
2025-12-03,1440.48291015625,1440.48291015625,1425.581362809806,1430.5485452586208,20301540
2025-12-04,1435.5157470703125,1440.4829295861268,1420.6141995228697,1435.5157470703125,20696944
2025-12-05,1450.4173583984375,1450.4173583984375,1430.5486274614727,1435.5158101957138,21072604
2025-12-08,1485.1876220703125,1485.1876220703125,1450.4173432927466,1455.384525975256,24257260
2025-12-09,1470.2861328125,1490.1548643369933,1470.2861328125,1485.18768145587,24235825
2025-12-10,1495.1219482421875,1495.1219482421875,1475.253218032989,1480.2204005852886,23319221
2025-12-11,1465.219482421875,1510.0731400470345,1460.2357426857461,1505.0894003109056,28924982
2025-12-12,1475.18701171875,1480.1707516232052,1465.2195319098396,1470.2032718142948,22107664
2025-12-15,1445.2845458984375,1450.2682857118803,1440.3008060849945,1445.2845458984375,25889058
2025-12-16,1430.3333740234375,1440.300853981789,1420.365894065086,1430.3333740234375,32168064
2025-12-17,1425.349609375,1440.3008290537587,1420.3658694820804,1430.3333492679196,30535812
2025-12-18,1425.349609375,1430.3333492679196,1410.3983896962413,1415.3821295891607,30534136
2025-12-19,1425.349609375,1450.268308839598,1425.349609375,1450.268308839598,38763280
2025-12-22,1460.2357177734375,1465.2194574245414,1450.2682384712298,1460.2357177734375,22661665
2025-12-23,1485.1544189453125,1485.1544189453125,1465.2194603017513,1470.2031999626415,20739075
2025-12-24,1490.13818359375,1495.1219233382108,1480.1707041048287,1490.13818359375,12987261
2025-12-26,1505.0894775390625,1505.0894775390625,1490.138257563509,1500.1057375472112,18823612
2025-12-29,1525.0244140625,1525.0244140625,1505.0894544015523,1510.0731943167893,21124648
2025-12-30,1515.056884765625,1525.024364270662,1505.0894052605881,1510.0731450131066,20325400
2025-12-31,1544.9593505859375,1544.9593505859375,1510.0731717017388,1515.0569115423386,29695967
2026-01-02,1579.8455810546875,1579.8455810546875,1539.9756610280708,1549.943141034725,37512761
2026-01-05,1664.569091796875,1689.48779077587,1619.7154336346837,1624.699173430483,66871820
2026-01-06,1699.455322265625,1699.455322265625,1639.6504428897085,1639.6504428897085,46751692
2026-01-07,1669.5528564453125,1679.5203361852846,1659.5853767053404,1659.5853767053404,49857449
2026-01-08,1679.5203857421875,1694.471605793305,1649.6179456399527,1654.6016856569918,29215618
2026-01-09,1674.53662109375,1694.4715808686756,1649.6179213750931,1659.585401262556,37387656
2026-01-12,1684.5040283203125,1699.4552475065875,1684.5040283203125,1694.4715077778292,29987449
2026-01-13,1704.4390869140625,1714.4065669544957,1694.4716068736295,1714.4065669544957,30171800
2026-01-14,1704.4390869140625,1709.422826934279,1694.4716068736295,1699.455346893846,29100816
2026-01-15,1684.5040283203125,1694.4715077778292,1674.536548862796,1679.5202885915542,36391886
2026-01-16,1734.3414306640625,1744.3089101506375,1704.4389922043372,1729.357690920775,53551629
2026-01-19,1754.2763671875,1774.2113259055398,1719.3901894309304,1719.3901894309304,29580038
2026-01-20,1769.2276611328125,1769.2276611328125,1734.3414818992078,1734.3414818992078,29401234
2026-01-21,1734.3414306640625,1759.2601293805,1734.3414306640625,1739.32517040735,45192749
2026-01-22,1754.2763671875,1764.2438465465198,1744.30888782848,1759.2601068670099,32069478
2026-01-23,1764.243896484375,1769.2276363049523,1744.3089372020656,1764.243896484375,27601167
2026-01-26,1749.292724609375,1779.1951643462874,1749.292724609375,1759.2602045216793,22960198
2026-01-27,1774.21142578125,1779.1951657413097,1749.2927259809514,1754.2764659410113,28985200
2026-01-28,1814.081298828125,1814.081298828125,1784.1788598364526,1784.1788598364526,29301156
2026-01-29,1799.130126953125,1829.0325667362793,1794.146386989266,1824.0488267724202,32224002
2026-01-30,1769.2276611328125,1794.1463605853874,1769.2276611328125,1784.1788808043575,40825139
2026-02-02,1759.2601318359375,1759.2601318359375,1739.3251728349637,1744.308912585207,28251381
2026-02-03,1794.1463623046875,1804.113842095269,1779.195142618815,1804.113842095269,26744162
2026-02-04,1779.195068359375,1799.1300271084997,1769.2275889848127,1779.195068359375,26952301
2026-02-05,1759.2601318359375,1774.2113510866677,1754.276392085694,1759.2601318359375,26299986
2026-02-06,1774.21142578125,1774.21142578125,1734.3415061007724,1739.3252460608321,33263592
2026-02-09,1809.0975341796875,1829.0324932340093,1809.0975341796875,1824.0487534704287,36529289
2026-02-10,1873.88623046875,1873.88623046875,1834.0163106715427,1839.0000506461936,41859169
2026-02-11,1908.7723388671875,1918.7398184435174,1868.9024205618675,1873.8861603500327,40488310
2026-02-23,1893.8211669921875,1928.7073463841489,1893.8211669921875,1893.8211669921875,69816209
2026-02-24,1958.6097412109375,1968.5772208099752,1908.7723432157482,1908.7723432157482,40961679
2026-02-25,2008.4471435546875,2018.4146231753064,1988.51218431345,1988.51218431345,40832607
2026-02-26,1988.51220703125,2003.4634266329888,1988.51220703125,1993.4959468984962,58561388
2026-03-02,1968.5772705078125,1988.5122302091575,1933.691091030459,1933.691091030459,48884884
2026-03-03,1928.707275390625,1973.5609329578488,1928.707275390625,1963.5934534984658,43090471
2026-03-04,1858.9349365234375,1903.7885945092576,1858.9349365234375,1888.837375180651,68160943
2026-03-05,1893.8211669921875,1953.6260459498355,1888.8374270790503,1933.6910862972861,48120463
2026-03-06,1883.8536376953125,1893.821117259838,1873.8861581307872,1873.8861581307872,30082724
2026-03-09,1804.11376953125,1804.11376953125,1764.2438519725483,1769.2275916673862,76459172
2026-03-10,1843.9837646484375,1883.8536838840794,1824.0488050306167,1863.9187242662586,41375691
2026-03-11,1933.6910400390625,1943.6585196268927,1868.902422718166,1878.8699023059962,36167313
2026-03-12,1878.869873046875,1908.7723113447032,1878.869873046875,1893.821092195789,34040589
2026-03-13,1858.9349365234375,1878.8698956282465,1834.0162376424262,1834.0162376424262,31214304
2026-03-16,1839.0,1873.8861788617885,1839.0,1868.90243902439,31249086
2026-03-17,1870.0,1880.0,1860.0,1875.0,23812211
2026-03-18,1905.0,1910.0,1890.0,1900.0,23068156
2026-03-19,1850.0,1880.0,1850.0,1875.0,31040569
2026-03-20,1840.0,1870.0,1840.0,1860.0,46312322
2026-03-23,1810.0,1815.0,1785.0,1790.0,34902948
2026-03-24,1810.0,1850.0,1800.0,1850.0,27001025
2026-03-25,1845.0,1875.0,1845.0,1865.0,40964040
2026-03-26,1840.0,1865.0,1840.0,1850.0,20958470
2026-03-27,1820.0,1825.0,1800.0,1805.0,28974140
2026-03-30,1780.0,1800.0,1780.0,1780.0,39889700
2026-03-31,1760.0,1790.0,1760.0,1775.0,49221091
2026-04-01,1855.0,1855.0,1830.0,1840.0,35537379
2026-04-02,,,,,28120073
